date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:31:54	479/479	---M--	200	added ('OK')	text/css	etag:%2265bca73c-1df%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/css/pages/card-analytics.css	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/css/pages/card-analytics.css	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:31:54	22180/22180	---M--	200	added ('OK')	application/javascript	etag:%2265bca73c-56a4%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/js/helpers.js	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/js/helpers.js	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:31:55	43818/43818	---M--	200	added ('OK')	application/javascript	etag:%2265bca73c-ab2a%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/js/template-customizer.js	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/vendor/js/template-customizer.js	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:31:55	1204/1204	---M--	200	added ('OK')	application/javascript	etag:%2265bca73f-4b4%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/js/config.js	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/assets/js/config.js	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:31:55	126980/126980	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-1f004%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/index.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:31:55	126980/126980	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-1f004%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/dashboards-analytics.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/dashboards-analytics.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:31:56	121844/121844	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-1dbf4%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/dashboards-crm.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/dashboards-crm.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:31:56	108766/108766	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-1a8de%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-logistics-dashboard.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-logistics-dashboard.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:31:56	99255/99255	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-183b7%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-academy-dashboard.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-academy-dashboard.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:31:56	80595/80595	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-13ad3%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/layouts-collapsed-menu.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/layouts-collapsed-menu.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:31:57	80416/80416	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-13a20%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/layouts-content-navbar.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/layouts-content-navbar.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:31:57	80805/80805	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-13ba5%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/layouts-content-navbar-with-sidebar.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/layouts-content-navbar-with-sidebar.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:31:57	31018/31018	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-792a%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/layouts-without-menu.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/layouts-without-menu.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:31:57	56711/56711	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-dd87%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/layouts-without-navbar.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/layouts-without-navbar.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:31:58	80403/80403	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-13a13%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/layouts-fluid.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/layouts-fluid.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:31:58	80427/80427	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-13a2b%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/layouts-container.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/layouts-container.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:31:58	5242/5242	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-147a%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/layouts-blank.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/layouts-blank.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:31:59	129374/129374	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-1f95e%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-email.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-email.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:31:59	108297/108297	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-1a709%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-chat.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-chat.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:31:59	88423/88423	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-15967%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-calendar.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-calendar.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:00	92446/92446	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-1691e%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-kanban.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-kanban.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:00	84248/84248	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-14918%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-product-list.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-product-list.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:00	101849/101849	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-18dd9%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-product-add.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-product-add.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:01	85953/85953	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-14fc1%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-category-list.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-category-list.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:01	83264/83264	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-14540%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-order-list.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-order-list.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:01	102220/102220	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-18f4c%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-order-details.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-order-details.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:02	87484/87484	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-155bc%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-customer-all.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-customer-all.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:02	98151/98151	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-17f67%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-customer-details-overview.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-customer-details-overview.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:03	101010/101010	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-18a92%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-customer-details-security.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-customer-details-security.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:03	125746/125746	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-1eb32%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-customer-details-billing.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-customer-details-billing.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:03	98496/98496	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-180c0%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-customer-details-notifications.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-customer-details-notifications.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:03	84881/84881	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-14b91%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-manage-reviews.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-manage-reviews.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:04	85938/85938	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-14fb2%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-referral.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-referral.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:04	93715/93715	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-16e13%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-settings-detail.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-settings-detail.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:04	98302/98302	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-17ffe%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-settings-payments.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-settings-payments.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:04	87594/87594	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-1562a%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-settings-checkout.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-settings-checkout.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:05	90692/90692	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-16244%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-settings-shipping.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-settings-shipping.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:05	87454/87454	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-1559e%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-settings-locations.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-settings-locations.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:05	91722/91722	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-1664a%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-settings-notifications.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-settings-notifications.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:06	99705/99705	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-18579%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-academy-course.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-academy-course.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:06	94657/94657	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-171c1%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-academy-course-details.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-academy-course-details.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:07	96432/96432	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-178b0%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-logistics-fleet.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-logistics-fleet.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:07	83366/83366	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-145a6%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-invoice-list.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-invoice-list.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:07	94371/94371	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-170a3%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-invoice-preview.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-invoice-preview.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:07	101436/101436	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-18c3c%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-invoice-edit.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-invoice-edit.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:08	98770/98770	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-181d2%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-invoice-add.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-invoice-add.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:08	88908/88908	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-15b4c%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-user-list.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-user-list.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
23:32:08	100594/100594	---MCZ	200	added ('OK')	text/html	etag:W/%2265bca73c-188f2%22	https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-user-view-account.html	C:/Users/dalih/Downloads/T/template_1.0/demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-user-view-account.html	(from https://demos.themeselection.com/sneat-bootstrap-html-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html)
